"gene_name"	"description"	"transcript_name"	"refseq_protein"
"CTNNA1"	"catenin alpha-1 isoform 10"	"NM_001324009"	"NP_001310938"
"CTNNA1"	"catenin alpha-1 isoform 11"	"NM_001324011"	"NP_001310940"
"CTNNA1"	"catenin alpha-1 isoform 12"	"NM_001324013"	"NP_001310942"
"NT5C1A"	"cytosolic 5'-nucleotidase 1A"	"NM_032526"	"NP_115915"
"TUBB6"	"tubulin beta-6 chain isoform 5"	"NM_001303528"	"NP_001290457"
"UBE2T"	"ubiquitin-conjugating enzyme E2 T isoform 1"	"NM_014176"	"NP_054895"
"UBE2T"	"ubiquitin-conjugating enzyme E2 T isoform 2"	"NM_001310326"	"NP_001297255"
"ST6GAL2"	"beta-galactoside alpha-2,6-sialyltransferase 2 isoform a"	"NM_001142351"	"NP_001135823"
"ST6GAL2"	"beta-galactoside alpha-2,6-sialyltransferase 2 isoform a"	"NM_001322362"	"NP_001309291"
"ZNF594"	"zinc finger protein 594"	"NM_032530"	"NP_115919"
"PLIN5"	"perilipin-5"	"NM_001013706"	"NP_001013728"
"ZNF506"	"zinc finger protein 506 isoform 1"	"NM_001099269"	"NP_001092739"
"PSG8"	"pregnancy-specific beta-1-glycoprotein 8 isoform a precursor"	"NM_182707"	"NP_874366"
"PSG8"	"pregnancy-specific beta-1-glycoprotein 8 isoform b precursor"	"NM_001130167"	"NP_001123639"
"SLITRK2"	"SLIT and NTRK-like protein 2 precursor"	"NM_032539"	"NP_115928"
"SSU72"	"RNA polymerase II subunit A C-terminal domain phosphatase SSU72"	"NM_014188"	"NP_054907"
"KISS1R"	"kiSS-1 receptor"	"NM_032551"	"NP_115940"
"CFAP20"	"cilia- and flagella-associated protein 20"	"NM_013242"	"NP_037374"
"TRIM67"	"tripartite motif-containing protein 67 isoform 1"	"NM_001004342"	"NP_001004342"
"CTSK"	"cathepsin K preproprotein"	"NM_000396"	"NP_000387"
"MAP1LC3C"	"microtubule-associated proteins 1A/1B light chain 3C"	"NM_001004343"	"NP_001004343"
"ADGRE3"	"adhesion G protein-coupled receptor E3 isoform 3 precursor"	"NM_001289159"	"NP_001276088"
"ADGRE3"	"adhesion G protein-coupled receptor E3 isoform 1 precursor"	"NM_032571"	"NP_115960"
"CTSS"	"cathepsin S isoform 1 preproprotein"	"NM_004079"	"NP_004070"
"CTNNA3"	"catenin alpha-3 isoform a"	"NM_013266"	"NP_037398"
"CTSS"	"cathepsin S isoform 2 preproprotein"	"NM_001199739"	"NP_001186668"
"CTSZ"	"cathepsin Z preproprotein"	"NM_001336"	"NP_001327"
"DPY30"	"protein dpy-30 homolog isoform 1"	"NM_032574"	"NP_115963"
"CTNNA3"	"catenin alpha-3 isoform a"	"NM_001127384"	"NP_001120856"
"DPY30"	"protein dpy-30 homolog isoform 1"	"NM_001321209"	"NP_001308138"
"CTNNA3"	"catenin alpha-3 isoform b"	"NM_001291133"	"NP_001278062"
"HES7"	"transcription factor HES-7 isoform 1"	"NM_001165967"	"NP_001159439"
"MYPN"	"myopalladin isoform a"	"NM_001256267"	"NP_001243196"
"CXADR"	"coxsackievirus and adenovirus receptor isoform 3 precursor"	"NM_001207064"	"NP_001193993"
"CXADR"	"coxsackievirus and adenovirus receptor isoform 4 precursor"	"NM_001207065"	"NP_001193994"
"CYB561"	"cytochrome b561 isoform 1"	"NM_001915"	"NP_001906"
"CYB561"	"cytochrome b561 isoform 1"	"NM_001017916"	"NP_001017916"
"TRIM63"	"E3 ubiquitin-protein ligase TRIM63"	"NM_032588"	"NP_115977"
"CYP1A1"	"cytochrome P450 1A1 isoform 1"	"NM_000499"	"NP_000490"
"CYP1A1"	"cytochrome P450 1A1 isoform 2"	"NM_001319216"	"NP_001306145"
"CYP1A1"	"cytochrome P450 1A1 isoform 1"	"NM_001319217"	"NP_001306146"
"CYP2A7"	"cytochrome P450 2A7 isoform 2 precursor"	"NM_030589"	"NP_085079"
"CYP2A7"	"cytochrome P450 2A7 isoform 1 precursor"	"NM_000764"	"NP_000755"
"CYP3A7"	"cytochrome P450 3A7"	"NM_000765"	"NP_000756"
"HINT2"	"histidine triad nucleotide-binding protein 2, mitochondrial precursor"	"NM_032593"	"NP_115982"
"PPP1R9B"	"neurabin-2"	"NM_032595"	"NP_115984"
"C9orf24"	"spermatid-specific manchette-related protein 1 isoform 1"	"NM_032596"	"NP_115985"
"C9orf24"	"spermatid-specific manchette-related protein 1 isoform 2"	"NM_147168"	"NP_671697"
"CYP2C8"	"cytochrome P450 2C8 isoform b"	"NM_001198853"	"NP_001185782"
"C9orf24"	"spermatid-specific manchette-related protein 1 isoform 3"	"NM_147169"	"NP_671698"
"C9orf24"	"spermatid-specific manchette-related protein 1 isoform 4"	"NM_001252195"	"NP_001239124"
"CYP2C8"	"cytochrome P450 2C8 isoform c"	"NM_001198854"	"NP_001185783"
"CYP2D6"	"cytochrome P450 2D6 isoform 1"	"NM_000106"	"NP_000097"
"CYP2C8"	"cytochrome P450 2C8 isoform a precursor"	"NM_000770"	"NP_000761"
"CYP2D6"	"cytochrome P450 2D6 isoform 2"	"NM_001025161"	"NP_001020332"
"PACSIN3"	"protein kinase C and casein kinase substrate in neurons protein 3"	"NM_001184975"	"NP_001171904"
"PACSIN3"	"protein kinase C and casein kinase substrate in neurons protein 3"	"NM_016223"	"NP_057307"
"PACSIN3"	"protein kinase C and casein kinase substrate in neurons protein 3"	"NM_001184974"	"NP_001171903"
"TMOD4"	"tropomodulin-4"	"NM_013353"	"NP_037485"
"TTPA"	"alpha-tocopherol transfer protein"	"NM_000370"	"NP_000361"
"CYP3A5"	"cytochrome P450 3A5 isoform 2"	"NM_001190484"	"NP_001177413"
"TUB"	"tubby protein homolog isoform a"	"NM_003320"	"NP_003311"
"CYP4A11"	"cytochrome P450 4A11 isoform 1"	"NM_000778"	"NP_000769"
"YPEL1"	"protein yippee-like 1"	"NM_013313"	"NP_037445"
"CYP4A11"	"cytochrome P450 4A11 isoform 2"	"NM_001319155"	"NP_001306084"
"CYP11A1"	"cholesterol side-chain cleavage enzyme, mitochondrial isoform a precursor"	"NM_000781"	"NP_000772"
"CYP11B1"	"cytochrome P450 11B1, mitochondrial isoform 2 precursor"	"NM_001026213"	"NP_001021384"
"CYP11A1"	"cholesterol side-chain cleavage enzyme, mitochondrial isoform b"	"NM_001099773"	"NP_001093243"
"MGARP"	"protein MGARP"	"NM_032623"	"NP_116012"
"NUTM2G"	"NUT family member 2G isoform 1"	"NM_001045477"	"NP_001038942"
"CYP11B1"	"cytochrome P450 11B1, mitochondrial isoform 1 precursor"	"NM_000497"	"NP_000488"
"CYP19A1"	"aromatase"	"NM_031226"	"NP_112503"
"CYP19A1"	"aromatase"	"NM_000103"	"NP_000094"
"PLEKHA8"	"pleckstrin homology domain-containing family A member 8 isoform 3"	"NM_032639"	"NP_116028"
"GLRA4"	"glycine receptor subunit alpha-4 isoform 2 precursor"	"NM_001172285"	"NP_001165756"
"SPSB2"	"SPRY domain-containing SOCS box protein 2"	"NM_001146316"	"NP_001139788"
"GLRA4"	"glycine receptor subunit alpha-4 isoform 1 precursor"	"NM_001024452"	"NP_001019623"
"SPSB2"	"SPRY domain-containing SOCS box protein 2"	"NM_032641"	"NP_116030"
"CYP27B1"	"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial"	"NM_000785"	"NP_000776"
"SPSB2"	"SPRY domain-containing SOCS box protein 2"	"NM_001319670"	"NP_001306599"
"DACH1"	"dachshund homolog 1 isoform c"	"NM_004392"	"NP_004383"
"ALG5"	"dolichyl-phosphate beta-glucosyltransferase isoform 2"	"NM_001142364"	"NP_001135836"
"DACH1"	"dachshund homolog 1 isoform b"	"NM_080760"	"NP_542938"
"FUT10"	"alpha-(1,3)-fucosyltransferase 10"	"NM_032664"	"NP_116053"
"CNOT7"	"CCR4-NOT transcription complex subunit 7 isoform 1"	"NM_013354"	"NP_037486"
"CDNF"	"cerebral dopamine neurotrophic factor precursor"	"NM_001029954"	"NP_001025125"
"CNOT7"	"CCR4-NOT transcription complex subunit 7 isoform 2"	"NM_054026"	"NP_473367"
"CNOT7"	"CCR4-NOT transcription complex subunit 7 isoform 2"	"NM_001322088"	"NP_001309017"
"CNOT7"	"CCR4-NOT transcription complex subunit 7 isoform 2"	"NM_001322087"	"NP_001309016"
"CNOT7"	"CCR4-NOT transcription complex subunit 7 isoform 1"	"NM_001322090"	"NP_001309019"
"CNOT7"	"CCR4-NOT transcription complex subunit 7 isoform 2"	"NM_001322089"	"NP_001309018"
"CNOT7"	"CCR4-NOT transcription complex subunit 7 isoform 1"	"NM_001322091"	"NP_001309020"
"CNOT7"	"CCR4-NOT transcription complex subunit 7 isoform 1"	"NM_001322092"	"NP_001309021"
"CNOT7"	"CCR4-NOT transcription complex subunit 7 isoform 3"	"NM_001322093"	"NP_001309022"
"CRACR2A"	"EF-hand calcium-binding domain-containing protein 4B isoform a"	"NM_001144958"	"NP_001138430"
"CRACR2A"	"EF-hand calcium-binding domain-containing protein 4B isoform c"	"NM_032680"	"NP_116069"
"CNOT7"	"CCR4-NOT transcription complex subunit 7 isoform 4"	"NM_001322094"	"NP_001309023"
"CNOT7"	"CCR4-NOT transcription complex subunit 7 isoform 5"	"NM_001322095"	"NP_001309024"
"CNOT7"	"CCR4-NOT transcription complex subunit 7 isoform 5"	"NM_001322096"	"NP_001309025"
"CNOT7"	"CCR4-NOT transcription complex subunit 7 isoform 5"	"NM_001322097"	"NP_001309026"
"CNOT7"	"CCR4-NOT transcription complex subunit 7 isoform 6"	"NM_001322098"	"NP_001309027"
"CNOT7"	"CCR4-NOT transcription complex subunit 7 isoform 6"	"NM_001322099"	"NP_001309028"
"DAG1"	"dystroglycan preproprotein"	"NM_001177637"	"NP_001171108"
"ZNF607"	"zinc finger protein 607 isoform 1"	"NM_032689"	"NP_116078"
"CNOT7"	"CCR4-NOT transcription complex subunit 7 isoform 6"	"NM_001322100"	"NP_001309029"
"ZNF607"	"zinc finger protein 607 isoform 2"	"NM_001172677"	"NP_001166148"
"SNX10"	"sorting nexin-10 isoform 3"	"NM_001199838"	"NP_001186767"
"TWIST1"	"twist-related protein 1"	"NM_000474"	"NP_000465"
"PRAMEF25"	"pRAME family member 25"	"NM_001310134"	"NP_001297063"
"GALNTL6"	"polypeptide N-acetylgalactosaminyltransferase-like 6"	"NM_001034845"	"NP_001030017"
"TXK"	"tyrosine-protein kinase TXK"	"NM_003328"	"NP_003319"
"MFSD9"	"major facilitator superfamily domain-containing protein 9 isoform 1"	"NM_032718"	"NP_116107"
"MFSD9"	"major facilitator superfamily domain-containing protein 9 isoform 2"	"NM_001322080"	"NP_001309009"
"MFSD9"	"major facilitator superfamily domain-containing protein 9 isoform 2"	"NM_001322081"	"NP_001309010"
"NFKBID"	"NF-kappa-B inhibitor delta isoform 1"	"NM_139239"	"NP_640332"
"NFKBID"	"NF-kappa-B inhibitor delta isoform 2"	"NM_001321831"	"NP_001308760"
"PERM1"	"PGC-1 and ERR-induced regulator in muscle protein 1 isoform 2"	"NM_001291367"	"NP_001278296"
"BUD13"	"BUD13 homolog isoform 1"	"NM_032725"	"NP_116114"
"DBT"	"lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial precursor"	"NM_001918"	"NP_001909"
"DCC"	"netrin receptor DCC"	"NM_005215"	"NP_005206"
"ECI1"	"enoyl-CoA delta isomerase 1, mitochondrial isoform 1 precursor"	"NM_001919"	"NP_001910"
"ECI1"	"enoyl-CoA delta isomerase 1, mitochondrial isoform 2 precursor"	"NM_001178029"	"NP_001171500"
"DCN"	"decorin isoform b precursor"	"NM_133504"	"NP_598011"
"TYROBP"	"TYRO protein tyrosine kinase-binding protein isoform 1 precursor"	"NM_003332"	"NP_003323"
"TYROBP"	"TYRO protein tyrosine kinase-binding protein isoform 2 precursor"	"NM_198125"	"NP_937758"
"GMPPB"	"mannose-1-phosphate guanyltransferase beta isoform 1"	"NM_013334"	"NP_037466"
"GMPPB"	"mannose-1-phosphate guanyltransferase beta isoform 2"	"NM_021971"	"NP_068806"
"USMG5"	"up-regulated during skeletal muscle growth protein 5"	"NM_032747"	"NP_116136"
"TYROBP"	"TYRO protein tyrosine kinase-binding protein isoform 3 precursor"	"NM_001173514"	"NP_001166985"
"TYROBP"	"TYRO protein tyrosine kinase-binding protein isoform 4 precursor"	"NM_001173515"	"NP_001166986"
"RAX2"	"retina and anterior neural fold homeobox protein 2 isoform 2"	"NM_032753"	"NP_116142"
"DCX"	"neuronal migration protein doublecortin isoform b"	"NM_178152"	"NP_835365"
"RAX2"	"retina and anterior neural fold homeobox protein 2 isoform 1"	"NM_001319074"	"NP_001306003"
"DCX"	"neuronal migration protein doublecortin isoform a"	"NM_000555"	"NP_000546"
"DCX"	"neuronal migration protein doublecortin isoform c"	"NM_178151"	"NP_835364"
"PHF5A"	"PHD finger-like domain-containing protein 5A"	"NM_032758"	"NP_116147"
"U2AF1"	"splicing factor U2AF 35 kDa subunit isoform a"	"NM_006758"	"NP_006749"
"SNX12"	"sorting nexin-12 isoform 2"	"NM_001256186"	"NP_001243115"
"DDC"	"aromatic-L-amino-acid decarboxylase isoform 5"	"NM_001242889"	"NP_001229818"
"DDIT3"	"DNA damage-inducible transcript 3 protein isoform 1"	"NM_001195053"	"NP_001181982"
"KLHL22"	"kelch-like protein 22"	"NM_032775"	"NP_116164"
"DDIT3"	"DNA damage-inducible transcript 3 protein isoform 1"	"NM_001195054"	"NP_001181983"
"DSE"	"dermatan-sulfate epimerase isoform a precursor"	"NM_001322937"	"NP_001309866"
"DSE"	"dermatan-sulfate epimerase isoform a precursor"	"NM_001322938"	"NP_001309867"
"DDIT3"	"DNA damage-inducible transcript 3 protein isoform 2"	"NM_001195057"	"NP_001181986"
"DSE"	"dermatan-sulfate epimerase isoform b"	"NM_001322939"	"NP_001309868"
"DSE"	"dermatan-sulfate epimerase isoform c"	"NM_001322940"	"NP_001309869"
"TMEM25"	"transmembrane protein 25 isoform 7 precursor"	"NM_001318757"	"NP_001305686"
"DSE"	"dermatan-sulfate epimerase isoform c"	"NM_001322941"	"NP_001309870"
"DSE"	"dermatan-sulfate epimerase isoform e precursor"	"NM_001322943"	"NP_001309872"
"DSE"	"dermatan-sulfate epimerase isoform d precursor"	"NM_001322944"	"NP_001309873"
"PTPN5"	"tyrosine-protein phosphatase non-receptor type 5 isoform b"	"NM_001278236"	"NP_001265165"
"PTPN5"	"tyrosine-protein phosphatase non-receptor type 5 isoform c"	"NM_001278238"	"NP_001265167"
"PTPN5"	"tyrosine-protein phosphatase non-receptor type 5 isoform d"	"NM_001278239"	"NP_001265168"
"DDX5"	"probable ATP-dependent RNA helicase DDX5 isoform a"	"NM_004396"	"NP_004387"
"PTPN5"	"tyrosine-protein phosphatase non-receptor type 5 isoform a"	"NM_032781"	"NP_116170"
"DSE"	"dermatan-sulfate epimerase isoform a precursor"	"NM_013352"	"NP_037484"
"DDX5"	"probable ATP-dependent RNA helicase DDX5 isoform b"	"NM_001320597"	"NP_001307526"
"PURG"	"purine-rich element-binding protein gamma isoform A"	"NM_001323311"	"NP_001310240"
"PURG"	"purine-rich element-binding protein gamma isoform B"	"NM_001323312"	"NP_001310241"
"DMXL1"	"dmX-like protein 1 isoform 3"	"NM_001290322"	"NP_001277251"
"C8orf22"	"pancreatic progenitor cell differentiation and proliferation factor-like protein isoform c"	"NM_001256598"	"NP_001243527"
"DHX8"	"ATP-dependent RNA helicase DHX8 isoform 6"	"NM_001322219"	"NP_001309148"
"COA5"	"cytochrome c oxidase assembly factor 5"	"NM_001008215"	"NP_001008216"
"ZNF514"	"zinc finger protein 514 isoform 1"	"NM_001318005"	"NP_001304934"
"ZNF514"	"zinc finger protein 514 isoform 2"	"NM_032788"	"NP_116177"
"CCDC73"	"coiled-coil domain-containing protein 73"	"NM_001008391"	"NP_001008392"
"CERS2"	"ceramide synthase 2"	"NM_022075"	"NP_071358"
"ZBTB45"	"zinc finger and BTB domain-containing protein 45"	"NM_001316981"	"NP_001303910"
"GPX8"	"probable glutathione peroxidase 8 isoform d"	"NM_001306201"	"NP_001293130"
"RPUSD4"	"RNA pseudouridylate synthase domain-containing protein 4 isoform b"	"NM_001144827"	"NP_001138299"
"NRBP1"	"nuclear receptor-binding protein isoform 1"	"NM_001321357"	"NP_001308286"
"NRBP1"	"nuclear receptor-binding protein isoform 3"	"NM_001321361"	"NP_001308290"
"C1orf198"	"uncharacterized protein C1orf198 isoform 3"	"NM_001136495"	"NP_001129967"
"SLC7A3"	"cationic amino acid transporter 3"	"NM_032803"	"NP_116192"
"ZSCAN10"	"zinc finger and SCAN domain-containing protein 10 isoform 2"	"NM_001282415"	"NP_001269344"
"LINGO1"	"leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1 isoform b precursor"	"NM_001301192"	"NP_001288121"
"RNF165"	"RING finger protein 165 isoform 2"	"NM_001256758"	"NP_001243687"
"SCHIP1"	"schwannomin-interacting protein 1 isoform 3"	"NM_001197108"	"NP_001184037"
"SCHIP1"	"schwannomin-interacting protein 1 isoform 2"	"NM_001197107"	"NP_001184036"
"A1CF"	"APOBEC1 complementation factor isoform 3"	"NM_138933"	"NP_620311"
"ATAD1"	"ATPase family AAA domain-containing protein 1 isoform 1"	"NM_032810"	"NP_116199"
"ATAD1"	"ATPase family AAA domain-containing protein 1 isoform 1"	"NM_001321967"	"NP_001308896"
"ATAD1"	"ATPase family AAA domain-containing protein 1 isoform 2"	"NM_001321968"	"NP_001308897"
"A1CF"	"APOBEC1 complementation factor isoform 3"	"NM_001198820"	"NP_001185749"
"DHFR"	"dihydrofolate reductase isoform 2"	"NM_001290354"	"NP_001277283"
"A1CF"	"APOBEC1 complementation factor isoform 1"	"NM_014576"	"NP_055391"
"DHPS"	"deoxyhypusine synthase isoform b"	"NM_013406"	"NP_037538"
"DHFR"	"dihydrofolate reductase isoform 1"	"NM_000791"	"NP_000782"
"DHPS"	"deoxyhypusine synthase isoform a"	"NM_001930"	"NP_001921"
"RNFT2"	"RING finger and transmembrane domain-containing protein 2 isoform 2"	"NM_032814"	"NP_116203"
"ARHGEF39"	"rho guanine nucleotide exchange factor 39"	"NM_032818"	"NP_116207"
"DEFB104B"	"beta-defensin 104 precursor"	"NM_001040702"	"NP_001035792"
"CYB5R3"	"NADH-cytochrome b5 reductase 3 isoform 3"	"NM_001171660"	"NP_001165131"
"DIAPH2"	"protein diaphanous homolog 2 isoform 156"	"NM_006729"	"NP_006720"
"DIAPH2"	"protein diaphanous homolog 2 isoform 12C"	"NM_007309"	"NP_009293"
"DIO1"	"type I iodothyronine deiodinase isoform e"	"NM_001324316"	"NP_001311245"
"DIO1"	"type I iodothyronine deiodinase isoform a"	"NM_000792"	"NP_000783"
"DUXA"	"double homeobox protein A"	"NM_001012729"	"NP_001012747"
"DIO1"	"type I iodothyronine deiodinase isoform b"	"NM_213593"	"NP_998758"
"DIO1"	"type I iodothyronine deiodinase isoform c"	"NM_001039715"	"NP_001034804"
"DIO1"	"type I iodothyronine deiodinase isoform d"	"NM_001039716"	"NP_001034805"
"DIO2"	"type II iodothyronine deiodinase isoform b"	"NM_001007023"	"NP_001007024"
"DIO2"	"type II iodothyronine deiodinase isoform c"	"NM_001242502"	"NP_001229431"
"DIO2"	"type II iodothyronine deiodinase isoform d"	"NM_001242503"	"NP_001229432"
"FAM104A"	"protein FAM104A isoform 2"	"NM_032837"	"NP_116226"
"DIO2"	"type II iodothyronine deiodinase isoform a"	"NM_001324462"	"NP_001311391"
"ZNF566"	"zinc finger protein 566 isoform 3"	"NM_001300970"	"NP_001287899"
"ZNF566"	"zinc finger protein 566 isoform 1"	"NM_001145345"	"NP_001138817"
"DLD"	"dihydrolipoyl dehydrogenase, mitochondrial isoform 4"	"NM_001289752"	"NP_001276681"
"FIBCD1"	"fibrinogen C domain-containing protein 1"	"NM_001145106"	"NP_001138578"
"FIBCD1"	"fibrinogen C domain-containing protein 1"	"NM_032843"	"NP_116232"
"TLX3"	"T-cell leukemia homeobox protein 3"	"NM_021025"	"NP_066305"
"SPRYD3"	"SPRY domain-containing protein 3"	"NM_032840"	"NP_116229"
"C8orf76"	"uncharacterized protein C8orf76"	"NM_032847"	"NP_116236"
"VSX1"	"visual system homeobox 1 isoform b"	"NM_199425"	"NP_955457"
"ST6GALNAC6"	"alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6 isoform c"	"NM_001287001"	"NP_001273930"
"DLX1"	"homeobox protein DLX-1 isoform 2"	"NM_001038493"	"NP_001033582"
"DLX5"	"homeobox protein DLX-5"	"NM_005221"	"NP_005212"
"KCNIP2"	"Kv channel-interacting protein 2 isoform 1"	"NM_014591"	"NP_055406"
"KCNIP2"	"Kv channel-interacting protein 2 isoform 2"	"NM_173191"	"NP_775283"
"KCNIP2"	"Kv channel-interacting protein 2 isoform 3"	"NM_173192"	"NP_775284"
"KCNIP2"	"Kv channel-interacting protein 2 isoform 4"	"NM_173193"	"NP_775285"
"KCNIP2"	"Kv channel-interacting protein 2 isoform 6"	"NM_173195"	"NP_775287"
"KCNIP2"	"Kv channel-interacting protein 2 isoform 5"	"NM_173194"	"NP_775286"
"KCNIP2"	"Kv channel-interacting protein 2 isoform 7"	"NM_173197"	"NP_775289"
"KCNIP1"	"Kv channel-interacting protein 1 isoform 4"	"NM_001278340"	"NP_001265269"
"NUDCD1"	"nudC domain-containing protein 1 isoform 2"	"NM_001128211"	"NP_001121683"
"UBE2G2"	"ubiquitin-conjugating enzyme E2 G2 isoform 2"	"NM_182688"	"NP_872630"
"FBXO48"	"F-box only protein 48"	"NM_001024680"	"NP_001019851"
"FAM72C"	"protein FAM72C"	"NM_001287385"	"NP_001274314"
"UBE2G2"	"ubiquitin-conjugating enzyme E2 G2 isoform 1"	"NM_003343"	"NP_003334"
"CD209"	"CD209 antigen isoform 4"	"NM_001144897"	"NP_001138369"
"UBE2H"	"ubiquitin-conjugating enzyme E2 H isoform 2"	"NM_182697"	"NP_874356"
"DMP1"	"dentin matrix acidic phosphoprotein 1 isoform 2 precursor"	"NM_001079911"	"NP_001073380"
"ALKBH6"	"alpha-ketoglutarate-dependent dioxygenase alkB homolog 6 isoform 2"	"NM_032878"	"NP_116267"
"ALKBH6"	"alpha-ketoglutarate-dependent dioxygenase alkB homolog 6 isoform 1"	"NM_198867"	"NP_942567"
"ALKBH6"	"alpha-ketoglutarate-dependent dioxygenase alkB homolog 6 isoform 3"	"NM_001297701"	"NP_001284630"
"TOX2"	"TOX high mobility group box family member 2 isoform b"	"NM_001098798"	"NP_001092268"
"UBE2L3"	"ubiquitin-conjugating enzyme E2 L3 isoform 4"	"NM_001256355"	"NP_001243284"
"CD209"	"CD209 antigen isoform 8"	"NM_001144899"	"NP_001138371"
"DNA2"	"DNA replication ATP-dependent helicase/nuclease DNA2"	"NM_001080449"	"NP_001073918"
"DNAH9"	"dynein heavy chain 9, axonemal isoform 2"	"NM_001372"	"NP_001363"
"UBE2N"	"ubiquitin-conjugating enzyme E2 N"	"NM_003348"	"NP_003339"
"STOML2"	"stomatin-like protein 2, mitochondrial isoform a"	"NM_013442"	"NP_038470"
"STOML2"	"stomatin-like protein 2, mitochondrial isoform b"	"NM_001287031"	"NP_001273960"
"STOML2"	"stomatin-like protein 2, mitochondrial isoform d"	"NM_001287033"	"NP_001273962"
"DYNC1I1"	"cytoplasmic dynein 1 intermediate chain 1 isoform e"	"NM_001278422"	"NP_001265351"
"UBE2V1"	"ubiquitin-conjugating enzyme E2 variant 1 isoform a"	"NM_001257393"	"NP_001244322"
"ZBTB21"	"zinc finger and BTB domain-containing protein 21 isoform L"	"NM_020727"	"NP_065778"
"ZBTB21"	"zinc finger and BTB domain-containing protein 21 isoform L"	"NM_001098402"	"NP_001091872"
"ZBTB21"	"zinc finger and BTB domain-containing protein 21 isoform S"	"NM_001320729"	"NP_001307658"
"UBE2V1"	"ubiquitin-conjugating enzyme E2 variant 1 isoform g"	"NM_001257398"	"NP_001244327"
"RERG"	"ras-related and estrogen-regulated growth inhibitor isoform 1"	"NM_032918"	"NP_116307"
"RERG"	"ras-related and estrogen-regulated growth inhibitor isoform 2"	"NM_001190726"	"NP_001177655"
"TMEM128"	"transmembrane protein 128 isoform 1"	"NM_001297552"	"NP_001284481"
"TMEM128"	"transmembrane protein 128 isoform 2"	"NM_032927"	"NP_116316"
"UBE3A"	"ubiquitin-protein ligase E3A isoform 1"	"NM_130838"	"NP_570853"
"UBE3A"	"ubiquitin-protein ligase E3A isoform 3"	"NM_130839"	"NP_570854"
